LogisticsID,DateKey,WarehouseID,RegionID,SupplierID,Transport_Cost,Lead_Time_Days,Delivery_Time_Accuracy,OnTime_Delivery_Rate,ShippingMethod,Distance_Km,Fuel_Cost,Shipment_Weight_Kg,Transport_Mode,Actual_OnTime,Cost_Per_Km,Cost_Efficiency,Speed,Urgent_Shipment,International,Delivery_Variance,Late_Delivery
449,20240131,5048,3085,,25241.45,3,94.28,91.02,Standard Ground,2425,7334.01,7381.55,Truck,1,10.41,0.0961,33.68,0,0,5.72,0
828,20240202,5019,3234,7089.0,27227.89,6,88.93,89.04,Sea Freight,2102,7355.88,11679.57,Ship,1,12.95,0.0772,14.6,0,1,11.07,0
330,20240203,5011,3280,,31070.41,6,90.08,93.75,Sea Freight,2227,7946.66,12625.54,Ship,1,13.95,0.0717,15.47,0,1,9.92,0
138,20240203,5055,3183,,16751.28,2,94.1,91.73,Standard Ground,2214,4048.97,4773.78,Truck,1,7.57,0.1322,46.12,0,0,5.9,0
49,20240204,5035,3242,7062.0,17749.18,6,89.17,92.71,Sea Freight,2431,4573.75,6082.57,Ship,1,7.3,0.137,16.88,0,1,10.83,0
861,20240204,5073,3268,7190.0,23652.29,2,93.41,92.2,Expedited,2637,6760.92,6100.53,Truck,1,8.97,0.1115,54.94,0,0,6.59,0
270,20240204,5079,3033,,14864.85,7,90.22,85.8,Sea Freight,2787,5365.69,4139.88,Ship,1,5.33,0.1875,16.59,0,1,9.78,0
340,20240205,5026,3077,7149.0,21210.33,6,90.08,94.18,Sea Freight,2134,6581.86,8744.72,Ship,1,9.94,0.1006,14.82,0,1,9.92,0
749,20240205,5032,3061,7095.0,12909.91,6,88.05,89.14,Sea Freight,2775,2619.98,3351.76,Ship,1,4.65,0.215,19.27,0,1,11.95,0
821,20240205,5090,3026,,13138.87,7,87.68,86.81,Sea Freight,2190,4186.8,4687.52,Ship,1,6.0,0.1667,13.04,0,1,12.32,0
516,20240206,5006,3141,7151.0,63005.22,7,89.08,87.25,Sea Freight,2734,16155.85,21754.48,Ship,1,23.05,0.0434,16.27,0,1,10.92,0
54,20240206,5031,3213,7005.0,40281.93,2,92.73,89.28,International Air,2360,12563.72,5776.99,Air,1,17.07,0.0586,49.17,1,1,7.27,0
87,20240206,5038,3008,7146.0,19721.64,7,87.16,89.09,Sea Freight,2908,5118.65,5553.88,Ship,1,6.78,0.1475,17.31,0,1,12.84,0
607,20240206,5062,3161,,9850.79,2,94.22,89.83,Standard Ground,2468,3084.23,1845.58,Intermodal,1,3.99,0.2505,51.42,0,0,5.78,0
261,20240206,5096,3194,,12283.07,3,94.33,93.17,Standard Ground,2604,3048.89,2586.81,Intermodal,1,4.72,0.212,36.17,0,0,5.67,0
307,20240207,5006,3231,,29889.53,6,89.41,85.83,Sea Freight,2469,6195.94,10850.51,Ship,1,12.11,0.0826,17.15,0,1,10.59,0
671,20240208,5014,3196,,13246.33,6,89.3,84.91,Sea Freight,2114,5254.12,5061.07,Ship,1,6.27,0.1596,14.68,0,1,10.7,0
827,20240208,5035,3245,,11977.6,6,87.86,90.87,Sea Freight,1996,2463.68,4739.41,Ship,1,6.0,0.1666,13.86,0,1,12.14,0
530,20240208,5066,3200,7041.0,13414.73,3,92.45,90.53,Standard Ground,2551,4583.63,2322.52,Truck,1,5.26,0.1902,35.43,0,0,7.55,0
508,20240209,5008,3254,7041.0,32326.01,6,88.84,88.23,Sea Freight,2300,11962.98,12818.6,Ship,1,14.05,0.0712,15.97,0,1,11.16,0
174,20240209,5013,3253,,30995.72,6,89.07,89.1,Sea Freight,1955,12265.31,14652.29,Ship,1,15.85,0.0631,13.58,0,1,10.93,0
991,20240209,5040,3062,,11365.74,6,89.44,88.44,Sea Freight,2831,3810.36,2814.21,Ship,1,4.01,0.2491,19.66,0,1,10.56,0
293,20240209,5056,3283,7006.0,19698.91,2,94.09,89.85,Expedited,2587,6404.02,4627.74,Truck,1,7.61,0.1313,53.9,0,0,5.91,0
252,20240209,5057,3195,7198.0,12900.77,2,91.91,87.5,Overnight,1972,4297.76,3513.93,Truck,1,6.54,0.1529,41.08,1,0,8.09,0
612,20240209,5076,3234,7192.0,17904.55,2,94.05,94.19,Standard Ground,2021,5040.62,6671.62,Intermodal,1,8.86,0.1129,42.1,0,0,5.95,0
128,20240210,5051,3238,7078.0,21822.36,2,95.77,100.0,Expedited,1915,7488.83,2676.22,Air,1,11.4,0.0878,39.9,0,0,4.23,0
948,20240210,5059,3138,,8853.11,3,95.15,95.48,Standard Ground,2239,3053.05,2433.91,Rail,1,3.95,0.2529,31.1,0,0,4.85,0
499,20240210,5094,3010,,17966.17,7,88.09,87.13,Sea Freight,3070,5777.81,4554.98,Ship,0,5.85,0.1709,18.27,0,1,11.91,1
107,20240211,5038,3142,,17710.48,7,89.55,91.92,Sea Freight,2325,3653.4,6412.34,Ship,1,7.62,0.1313,13.84,0,1,10.45,0
788,20240212,5049,3148,,14576.85,4,95.57,91.98,Standard Ground,2681,3559.18,4019.28,Rail,1,5.44,0.1839,27.93,0,0,4.43,0
526,20240212,5098,3142,,11987.45,2,95.86,98.29,Standard Ground,2282,2459.27,3178.8,Intermodal,1,5.25,0.1904,47.54,0,0,4.14,0
487,20240213,5008,3018,7149.0,87103.44,1,96.29,94.82,Expedited,2649,32666.39,24003.41,Air,1,32.88,0.0304,110.38,0,0,3.71,0
30,20240213,5077,3086,7069.0,14670.67,2,95.89,95.22,Standard Ground,2336,3736.45,4252.25,Intermodal,1,6.28,0.1592,48.67,0,0,4.11,0
793,20240214,5035,3087,7073.0,12395.34,6,88.07,87.93,Sea Freight,2694,4787.15,3302.92,Ship,1,4.6,0.2173,18.71,0,1,11.93,0
865,20240214,5042,3069,,8136.63,6,91.46,95.57,Sea Freight,2353,2318.46,2116.07,Ship,1,3.46,0.2892,16.34,0,1,8.54,0
998,20240214,5052,3122,7191.0,12033.0,2,92.93,97.32,Standard Ground,2737,3736.18,1446.57,Truck,1,4.4,0.2275,57.02,0,0,7.07,0
156,20240215,5037,3212,7179.0,19333.51,6,90.96,91.8,Sea Freight,2601,5129.67,6108.56,Ship,1,7.43,0.1345,18.06,0,1,9.04,0
211,20240215,5059,3018,,13231.26,6,88.02,89.96,Sea Freight,2779,5134.66,3535.43,Ship,1,4.76,0.21,19.3,0,1,11.98,0
540,20240216,5015,3157,7149.0,17103.95,6,89.79,91.75,Sea Freight,2763,4629.45,5035.99,Ship,1,6.19,0.1615,19.19,0,1,10.21,0
786,20240216,5087,3152,,11976.07,2,94.09,93.7,Standard Ground,2457,3540.52,1837.67,Truck,1,4.87,0.2052,51.19,0,0,5.91,0
187,20240217,5061,3030,7113.0,15467.71,7,87.62,84.06,Sea Freight,2936,5343.74,4086.28,Ship,1,5.27,0.1898,17.48,0,1,12.38,0
721,20240218,5040,3078,,42152.64,3,92.87,88.82,International Air,2307,10267.83,7197.57,Air,1,18.27,0.0547,32.04,1,1,7.13,0
616,20240218,5054,3198,,11290.32,3,93.98,92.43,Expedited,2069,4182.2,2643.71,Truck,0,5.46,0.1833,28.74,0,0,6.02,1
492,20240218,5072,3014,7035.0,53024.37,2,95.5,93.41,International Air,2934,13932.95,6923.28,Air,1,18.07,0.0553,61.12,1,1,4.5,0
673,20240218,5085,3300,7198.0,27612.03,2,94.21,92.97,Standard Ground,2675,9867.58,8192.44,Intermodal,1,10.32,0.0969,55.73,0,0,5.79,0
64,20240219,5038,3036,,15444.36,6,89.32,91.15,Sea Freight,2146,5354.52,5944.57,Ship,1,7.2,0.139,14.9,0,1,10.68,0
351,20240219,5046,3094,7039.0,12686.73,2,93.76,94.81,Standard Ground,2245,3958.19,2790.88,Truck,1,5.65,0.177,46.77,0,0,6.24,0
719,20240219,5082,3004,,9693.98,6,89.58,91.26,Sea Freight,2389,2128.36,2754.52,Ship,1,4.06,0.2464,16.59,0,1,10.42,0
880,20240220,5043,3276,7200.0,7273.35,6,90.84,92.45,Sea Freight,2461,2687.03,1704.27,Ship,1,2.96,0.3384,17.09,0,1,9.16,0
231,20240220,5084,3251,,33643.88,1,97.21,100.0,Expedited,2270,12568.53,5555.48,Air,1,14.82,0.0675,94.58,0,0,2.79,0
643,20240220,5094,3121,7067.0,12452.14,2,95.84,92.53,Standard Ground,2236,4311.08,2693.09,Truck,1,5.57,0.1796,46.58,0,0,4.16,0
267,20240221,5036,3207,7082.0,13322.29,6,89.23,90.63,Sea Freight,2541,3161.42,4047.61,Ship,1,5.24,0.1907,17.65,0,1,10.77,0
410,20240221,5049,3001,,8124.03,7,88.74,90.22,Sea Freight,2702,2185.68,1669.77,Ship,1,3.01,0.3326,16.08,0,1,11.26,0
358,20240221,5056,3116,7076.0,15819.23,3,94.75,99.07,Standard Ground,2747,3241.06,4292.35,Rail,1,5.76,0.1736,38.15,0,0,5.25,0
532,20240222,5027,3128,7135.0,17848.3,6,89.17,86.74,Sea Freight,2473,6913.6,5952.01,Ship,1,7.22,0.1386,17.17,0,1,10.83,0
324,20240224,5061,3082,,33136.81,2,92.88,88.33,Standard Ground,2816,9017.32,8924.89,Truck,1,11.77,0.085,58.67,0,0,7.12,0
68,20240224,5065,3233,,27268.25,2,95.38,90.7,Standard Ground,2137,8091.05,9971.06,Truck,1,12.76,0.0784,44.52,0,0,4.62,0
20,20240224,5092,3208,7178.0,8497.73,4,97.69,93.8,Standard Ground,2643,2550.46,1699.29,Rail,1,3.22,0.311,27.53,0,0,2.31,0
413,20240224,5100,3103,7105.0,8975.96,3,96.54,100.0,Standard Ground,2653,3244.18,1895.16,Rail,1,3.38,0.2956,36.85,0,0,3.46,0
201,20240225,5023,3075,,18095.89,6,88.0,89.81,Sea Freight,2517,4993.94,5922.2,Ship,1,7.19,0.1391,17.48,0,1,12.0,0
839,20240225,5024,3130,7191.0,24961.86,6,87.99,90.46,Sea Freight,2597,6111.47,8413.49,Ship,1,9.61,0.104,18.03,0,1,12.01,0
950,20240226,5036,3131,,7647.57,6,90.01,89.92,Sea Freight,2322,2736.01,2089.04,Ship,1,3.29,0.3036,16.12,0,1,9.99,0
764,20240226,5070,3036,7045.0,12296.81,7,90.64,88.89,Sea Freight,2790,4250.03,3241.3,Ship,0,4.41,0.2269,16.61,0,1,9.36,1
783,20240226,5074,3176,7159.0,13641.96,3,91.97,89.33,Standard Ground,2148,4203.24,3476.34,Truck,1,6.35,0.1575,29.83,0,0,8.03,0
768,20240226,5083,3199,,25468.47,2,93.28,92.32,Standard Ground,2389,8215.5,7970.76,Truck,1,10.66,0.0938,49.77,0,0,6.72,0
271,20240227,5002,3213,7101.0,27831.46,6,90.11,88.92,Sea Freight,2560,6467.88,9695.6,Ship,1,10.87,0.092,17.78,0,1,9.89,0
337,20240227,5051,3031,,10706.14,6,88.49,88.2,Sea Freight,2262,2950.85,3476.47,Ship,1,4.73,0.2113,15.71,0,1,11.51,0
628,20240228,5013,3020,7181.0,36690.75,3,95.96,98.76,Standard Ground,2709,11462.48,12089.16,Rail,1,13.54,0.0738,37.62,0,0,4.04,0
55,20240228,5023,3144,,5765.16,6,90.81,87.19,Sea Freight,2446,1550.92,1066.15,Ship,1,2.36,0.4243,16.99,0,1,9.19,0
18,20240228,5025,3229,,24895.81,6,89.34,86.62,Sea Freight,2456,8947.48,8838.18,Ship,1,10.14,0.0987,17.06,0,1,10.66,0
837,20240228,5037,3129,7162.0,8840.03,6,89.72,91.0,Sea Freight,2359,3399.44,2457.97,Ship,1,3.75,0.2669,16.38,0,1,10.28,0
856,20240229,5007,3008,7124.0,73934.1,2,92.46,91.7,Standard Ground,2948,18086.95,22256.08,Truck,1,25.08,0.0399,61.42,0,0,7.54,0
36,20240229,5034,3283,7036.0,16552.16,7,90.78,92.23,Sea Freight,2342,6034.88,5870.47,Ship,1,7.07,0.1415,13.94,0,1,9.22,0
849,20240229,5041,3293,,24114.5,7,89.1,90.01,Sea Freight,2569,7108.09,8183.82,Ship,1,9.39,0.1065,15.29,0,1,10.9,0
506,20240229,5044,3161,7097.0,9614.49,6,90.52,91.62,Sea Freight,2672,3786.73,2446.37,Ship,1,3.6,0.2779,18.56,0,1,9.48,0
982,20240229,5052,3013,,29855.53,7,88.59,88.4,Sea Freight,2896,9881.39,9146.29,Ship,1,10.31,0.097,17.24,0,1,11.41,0
299,20240229,5065,3267,7106.0,16552.61,3,93.99,96.41,Standard Ground,2391,4765.78,5487.08,Rail,1,6.92,0.1444,33.21,0,0,6.01,0
380,20240229,5090,3208,,11463.09,2,95.56,92.63,Standard Ground,2468,3599.32,2510.43,Intermodal,1,4.64,0.2153,51.42,0,0,4.44,0
511,20240229,5092,3227,,11465.22,3,95.77,94.68,Standard Ground,2456,2569.2,3314.49,Rail,1,4.67,0.2142,34.11,0,0,4.23,0
858,20240229,5096,3174,7151.0,15880.51,3,94.18,90.7,Standard Ground,2920,3216.99,3311.11,Intermodal,1,5.44,0.1839,40.56,0,0,5.82,0
649,20240301,5023,3071,7138.0,18696.72,6,89.71,92.24,Sea Freight,2581,6960.2,5977.37,Ship,0,7.24,0.138,17.92,0,1,10.29,1
283,20240301,5074,3227,,7489.25,2,97.07,93.02,Standard Ground,2395,2037.73,1589.97,Rail,1,3.13,0.3198,49.9,0,0,2.93,0
577,20240302,5060,3046,,9016.0,7,89.19,92.22,Sea Freight,2886,2149.15,1845.5,Ship,1,3.12,0.3201,17.18,0,1,10.81,0
515,20240303,5032,3023,7070.0,7832.41,7,89.47,93.32,Sea Freight,2859,2933.08,1451.17,Ship,1,2.74,0.365,17.02,0,1,10.53,0
185,20240303,5044,3064,7069.0,22249.23,6,87.65,88.62,Sea Freight,2799,5089.09,6636.86,Ship,1,7.95,0.1258,19.44,0,1,12.35,0
787,20240303,5078,3171,7163.0,9809.31,2,94.34,98.85,Standard Ground,2120,2023.85,2410.65,Intermodal,0,4.63,0.2161,44.17,0,0,5.66,1
301,20240303,5079,3111,,25721.71,2,94.89,92.64,Standard Ground,2367,5228.24,8762.95,Intermodal,1,10.87,0.092,49.31,0,0,5.11,0
670,20240303,5085,3086,,10591.27,3,93.2,95.56,Expedited,2401,3025.71,1498.23,Truck,1,4.41,0.2267,33.35,0,0,6.8,0
116,20240304,5057,3220,7151.0,19661.58,3,94.27,91.32,Standard Ground,2823,5888.84,4833.22,Intermodal,1,6.96,0.1436,39.21,0,0,5.73,0
